ID,V1,V2,V3,V4,V5,V6,V7,V8,Has_FICO,Business_channel,FICO_Score,Loan_amount,Monthly_income,Age,Gearing_coefficient,Max_gearing_ratio
303147,1,4,11,2,5,4,1,2,1,1,-0.900412077,-0.500163599,-0.60620423,0.732786401,-0.71612066,-0.768630652
305110,3,5,10,4,1,5,3,2,1,1,-2.168063146,0.381055164,-0.380801933,-1.139094862,0.578025908,-0.768630652
305812,3,1,15,2,3,3,1,1,1,2,-0.105023171,5.844611495,0.960341736,-1.064219611,1.034240954,1.796590249
305847,1,3,11,2,2,4,1,3,1,1,-0.390866059,0.557298917,0.339358407,-1.139094862,-1.449044675,1.796590249
305475,1,4,10,4,2,5,1,>4,0,2,,1.43851768,-0.132859406,-0.689843359,0.745328409,0.513979799
306003,3,5,11,1,1,4,3,1,0,1,,-0.500163599,-0.505900208,-1.139094862,-1.067328199,-0.768630652
306053,1,3,2,4,1,4,3,2,1,1,-1.571521466,0.909786422,0.293150936,-1.064219611,0.966127976,1.796590249
305972,1,4,15,4,4,4,3,2,0,3,,-0.42085391,-0.21175021,-0.390342357,-0.480705182,0.513979799
306069,3,5,10,4,2,5,3,1,0,2,,-0.412041722,-0.371785841,-1.438595864,0.970739793,-0.768630652
306113,4,5,3,2,2,5,3,1,0,1,,-0.500163599,-0.662554804,0.133784397,-0.45963273,-0.768630652
306122,4,4,10,4,2,4,3,1,1,1,-0.465433769,0.557298917,0.892721047,0.208659647,0.258746327,1.796590249
306015,1,5,8,4,1,5,2,3,1,1,-1.285678578,0.557298917,0.552363578,-0.689843359,-0.547966747,1.796590249
306068,1,5,10,2,3,5,1,>4,0,1,,0.204811412,-0.505900208,0.65791115,0.789814697,-0.768630652
305949,1,4,11,5,7,7,1,2,1,1,1.858593191,-0.323919846,-0.432644461,1.930790409,0.197018942,-0.768630652
306054,1,1,15,2,4,4,1,3,0,1,,0.557298917,-0.298530094,-0.390342357,0.593989887,-0.768630652
306059,3,5,2,2,1,5,3,2,0,1,,-0.323919846,-0.549098558,-0.83959386,-0.434090363,-0.768630652
305784,1,4,3,1,2,5,1,4,0,1,,-0.323919846,-0.505900208,-0.91446911,-0.603308541,-0.768630652
306097,3,3,2,3,1,5,3,2,0,1,,-0.500163599,-0.476597909,-1.288845363,1.070780728,-0.768630652
306062,1,3,2,1,2,5,1,3,0,1,,0.204811412,-0.495757104,-0.83959386,0.732344372,-0.768630652
306032,1,5,10,4,3,4,3,4,1,1,-0.937695932,-0.676407351,-0.277116876,-0.689843359,0.94200463,-0.768630652
306134,4,3,10,4,5,4,3,2,1,3,1.423614883,-0.870451723,0.746209553,0.508160649,-0.419545405,1.796590249
306031,3,5,11,4,2,5,3,1,0,1,,-0.323919846,-0.162161704,-0.240591856,-1.776554574,0.513979799
306174,1,1,8,4,3,4,3,2,0,3,,-0.881731323,0.157909558,-1.064219611,-1.719509956,0.513979799
305804,1,5,2,2,1,4,1,2,1,2,-0.042883413,2.187553628,0.219895189,0.508160649,0.578451614,0.513979799
306058,1,5,11,2,3,5,3,4,1,1,-0.974979787,0.557298917,0.825100357,-0.83959386,-0.927554693,1.796590249
305395,3,4,10,4,3,5,3,2,1,1,-0.602141237,-0.323919846,-0.023539292,-1.513471114,-0.576914762,0.513979799
306152,1,5,10,4,5,4,3,2,1,1,1.112916091,-0.852651104,1.062899781,0.433285399,-2.385598113,1.796590249
306162,3,5,10,4,3,5,3,1,0,2,,-0.323919846,0.070002662,-1.513471114,-0.765076862,0.513979799
305941,3,1,8,4,2,1,3,1,1,1,-0.577285334,-0.500163599,1.834902649,-1.288845363,-0.067628355,1.796590249
306095,3,5,2,2,2,5,3,1,0,1,,-0.500163599,-0.210623198,-1.288845363,-0.675678579,0.513979799
306147,1,5,10,2,2,4,3,4,0,1,,-0.147676093,-0.217385267,0.058909146,-1.439395337,0.513979799
305785,1,3,10,4,5,4,1,3,1,2,-0.390866059,0.557298917,0.838624495,0.5830359,1.002312996,1.796590249
305901,1,4,15,4,1,4,1,2,0,1,,0.557298917,0.204117029,0.882536902,-1.216325336,0.513979799
305982,3,4,10,4,3,5,3,1,1,1,-0.390866059,-0.323919846,-0.349245611,-1.064219611,0.490756156,-0.768630652
306155,3,5,11,1,3,5,1,1,0,1,,-0.500163599,-0.505900208,0.957412152,-1.067328199,-0.768630652
306176,1,3,5,4,6,4,1,2,1,1,-0.738848705,-0.147676093,-0.126097337,0.433285399,0.158705392,0.513979799
306177,1,4,15,1,4,4,1,2,0,1,,0.204811412,-0.505900208,0.433285399,0.789814697,-0.768630652
305787,3,4,2,2,2,5,3,1,1,1,-0.838272319,-0.323919846,-0.584791012,-0.165716605,0.357722997,-0.768630652
306137,3,3,15,2,2,5,3,1,0,1,,-0.323919846,-0.505900208,-1.139094862,-0.462825526,-0.768630652
305327,1,4,10,2,2,5,1,>4,1,2,-1.260822675,-0.500163599,-0.343610554,-1.213970112,0.940940365,-0.768630652
306061,1,1,11,4,6,4,1,2,1,1,0.827073203,-0.764529228,-0.168923773,0.5830359,0.8074815,0.513979799
305939,3,1,14,1,1,5,3,1,0,1,,-0.412041722,-0.369159904,-1.064219611,0.490756156,-0.768630652
305935,3,5,11,4,2,4,3,1,1,1,-0.838272319,-0.764529228,0.366406683,-1.213970112,1.115125114,1.796590249
306191,1,5,11,4,3,5,3,4,0,1,,-0.676407351,-0.389818025,-0.165716605,0.070371375,-0.768630652
306099,3,3,10,4,1,5,3,1,0,1,,0.557298917,0.285261856,-0.91446911,-0.213787452,1.796590249
306227,1,5,10,1,1,5,3,3,0,1,,-0.323919846,-0.505900208,-1.213970112,-0.603308541,-0.768630652
306171,2,5,3,3,3,5,1,1,1,1,1.013492478,0.204811412,-0.020158257,1.331788405,0.889217073,0.513979799
306188,4,1,3,1,5,3,1,3,1,1,1.10048814,0.204811412,-0.491249058,0.508160649,0.707866271,-0.768630652
306180,1,5,2,2,3,5,1,3,1,1,-0.937695932,-0.852651104,0.129734271,-0.090841355,-1.147360947,0.513979799
306211,1,4,11,1,4,4,1,2,1,1,0.392094895,-0.323919846,2.195546324,2.005665659,0.283579184,1.796590249
306230,1,4,11,1,4,4,1,3,1,3,1.485754641,-0.905700473,-0.157653658,-0.614968108,-1.398527551,0.513979799
306150,3,4,11,1,3,4,3,1,0,1,,0.028567659,-0.498011127,-0.91446911,0.286417224,-0.768630652
306212,1,5,10,4,2,5,1,2,0,1,,-0.676407351,-0.215131244,-0.315467106,-1.022203351,0.513979799
306136,3,4,10,4,3,5,3,1,1,2,-0.502717624,-0.500163599,0.098177949,-1.513471114,1.009266195,0.513979799
305649,3,1,5,2,1,3,3,1,0,1,,-0.323919846,-0.275989864,-1.363720613,0.932426243,-0.768630652
306256,1,3,10,4,4,5,3,3,1,3,0.019256346,-1.083882907,0.279626798,-0.989344361,-1.563985325,1.796590249
306239,3,3,14,1,2,4,3,1,0,1,,0.204811412,-0.498011127,-1.064219611,0.745115556,-0.768630652
306042,1,4,10,4,3,5,1,>4,1,1,-2.018927726,1.967248938,0.384438866,-0.390342357,-0.178311943,1.796590249
306112,1,3,2,3,1,5,1,2,1,1,-1.44724195,-0.147676093,-0.239925497,-0.83959386,0.870698857,-0.768630652
306235,3,3,11,1,3,1,3,1,0,1,,-0.323919846,-0.505900208,-1.064219611,-0.603308541,-0.768630652
306017,3,5,10,2,4,5,3,1,1,1,-0.751276657,-0.764529228,-0.503646185,-1.213970112,1.037788505,-0.768630652
306221,1,5,1,4,2,5,2,3,1,1,0.441806702,-0.323919846,0.173687718,-0.090841355,-0.694409648,0.513979799
306281,3,4,15,2,3,4,3,1,0,1,,0.028567659,-0.495757104,1.032287403,0.275774572,-0.768630652
306298,1,3,11,5,7,7,1,2,1,1,-0.167162929,-0.852651104,-0.108065153,1.481538906,-0.62203961,0.513979799
306260,3,2,14,1,2,5,3,1,0,1,,-0.147676093,-0.415739289,-0.689843359,-0.485175096,-0.768630652
306275,3,4,11,3,3,5,1,1,0,1,,-0.323919846,-0.505900208,0.208659647,-0.603308541,-0.768630652
306284,1,4,11,5,7,7,1,2,1,1,-0.589713286,0.204811412,-0.094541015,1.631289407,0.630387759,0.513979799
306264,1,4,11,5,7,7,1,2,1,1,-0.589713286,-0.852651104,-0.510408254,1.331788405,0.099106537,-0.768630652
306312,1,4,11,5,7,7,1,2,1,3,-0.042883413,-0.949585168,-0.658046758,1.930790409,0.126777434,-0.768630652
305977,3,5,10,3,1,5,3,1,0,1,,-0.500163599,-0.32557837,-1.588346365,0.338566223,-0.768630652
306292,3,5,3,3,2,4,1,1,1,1,-0.974979787,-0.852651104,0.254832545,0.882536902,-0.372717733,1.796590249
306318,1,4,11,5,7,7,1,3,1,3,0.914068865,-0.904043782,-0.475470898,1.631289407,-0.191437882,-0.768630652
306352,3,5,11,1,2,5,3,1,0,1,,-0.676407351,0.233419327,-1.288845363,-1.540713391,0.513979799
306371,1,3,11,5,7,7,1,2,0,1,,2.319736443,0.529823348,1.032287403,-0.780686086,1.796590249
306259,4,4,3,2,3,4,1,2,1,1,-0.651853044,4.434661474,0.444170475,0.358410148,1.083906666,1.796590249
305689,1,1,2,1,5,4,1,4,0,1,,0.381055164,-0.46983584,-0.240591856,1.035659974,-0.768630652
306328,1,3,10,4,1,4,3,4,0,2,,0.557298917,0.017033122,-0.614968108,-0.831487015,0.513979799
306296,1,1,11,5,7,7,1,2,1,1,1.262051511,-0.676407351,0.360771625,1.930790409,-1.566113855,1.796590249
306267,1,3,2,3,5,4,1,2,1,1,-0.192018833,-0.500163599,0.226657258,0.65791115,-0.822121481,0.513979799
306057,4,4,3,1,3,5,3,2,0,1,,0.204811412,-0.505900208,-0.090841355,0.789814697,-0.768630652
306346,1,4,1,1,4,4,1,3,0,1,,-0.323919846,0.101558983,0.65791115,-2.049006483,0.513979799
305984,3,3,10,4,1,5,3,1,0,1,,-0.852651104,-0.434898484,-1.513471114,-1.052428485,-0.768630652
306348,3,5,1,1,3,5,1,1,0,1,,0.292933288,-0.505900208,1.481538906,1.021824526,-0.768630652
306217,1,1,12,4,6,4,1,3,1,1,-0.763704609,-0.147676093,-0.078762854,-0.91446911,-0.912371175,0.513979799
305498,4,3,10,4,4,4,3,1,1,2,-0.428149914,0.381055164,2.234991726,-0.83959386,0.50494636,1.796590249
305922,3,5,10,4,1,5,2,1,0,1,,-0.323919846,-0.238798485,-0.240591856,-0.210594657,-0.768630652
306184,3,3,11,4,3,4,3,1,0,1,,-0.323919846,-0.060730671,-1.363720613,-0.493476365,0.513979799
306357,1,4,3,1,1,4,1,2,0,1,,0.028567659,-0.505900208,0.283534898,0.325795039,-0.768630652
306378,1,5,11,5,7,7,1,2,1,2,0.8022173,-0.147676093,-0.030301361,1.781039908,1.113989898,0.513979799
306392,3,5,2,4,1,5,3,1,0,1,,-0.323919846,0.718789364,-0.91446911,-1.659769199,1.796590249
306429,3,1,5,4,1,3,3,1,1,1,-1.22353882,-0.323919846,0.145512431,-1.438595864,-0.592240182,0.513979799
306441,1,1,11,5,7,7,1,2,1,3,1.510610544,-0.958397355,0.659429669,1.855915158,-1.159564522,1.796590249
306265,1,3,10,4,1,5,3,4,1,3,0.441806702,-0.90552423,-0.214004233,-1.288845363,-0.855326557,0.513979799
306444,1,5,10,3,4,5,3,2,1,3,1.32419127,-0.852827348,-0.65917377,-0.240591856,0.796200288,-0.768630652
306397,1,3,10,4,4,5,2,>4,1,1,-0.689136899,-0.323919846,-0.450676645,-0.764718609,0.806842941,-0.768630652
306194,1,5,2,1,1,4,1,2,1,1,0.963780672,0.204811412,-0.484486989,0.5830359,0.671681252,-0.768630652
306419,3,4,10,4,2,5,1,1,0,1,,-0.500163599,0.633508405,-0.240591856,-0.591956378,1.796590249
306439,3,1,10,1,5,4,3,1,0,1,,0.73354267,-0.269227796,-1.064219611,0.82067839,-0.768630652
306207,3,4,3,1,1,4,3,1,0,1,,0.557298917,-0.251195612,-1.139094862,0.4066792,-0.768630652
306448,3,1,1,1,3,3,3,1,0,1,,0.204811412,-0.507027219,-1.139094862,0.796200288,-0.768630652
306440,1,4,10,4,6,4,3,4,1,1,1.423614883,1.43851768,-0.023539292,-0.315467106,0.242143789,0.513979799
306455,1,4,11,2,2,4,3,3,1,1,-0.713992802,0.557298917,0.086907834,0.283534898,0.709569095,0.513979799
306055,1,5,10,3,3,5,1,3,0,1,,-0.147676093,-0.465327794,-0.764718609,-0.305314266,-0.768630652
306028,3,3,2,3,1,5,3,1,0,1,,-0.588285475,-0.466454806,-1.438595864,0.518427053,-0.768630652
306460,1,3,11,5,7,7,1,2,1,1,0.72764959,0.381055164,-0.146383544,0.5830359,0.872188829,0.513979799
306465,3,5,5,4,1,5,3,1,1,1,-0.751276657,0.292933288,-0.505900208,0.732786401,1.021824526,-0.768630652
306403,1,4,11,3,4,4,1,3,1,1,-0.577285334,-0.676407351,-0.289514002,0.508160649,0.214756696,1.796590249
306456,1,3,7,4,2,5,1,3,0,1,,0.557298917,0.059859558,0.208659647,-0.691855412,0.513979799
304758,3,4,15,1,1,4,3,1,1,1,-0.254158591,0.204811412,-0.505900208,-0.764718609,0.789814697,-0.768630652
306436,4,4,3,2,4,5,1,1,0,1,,-0.323919846,-0.531821472,1.481538906,-0.140353149,-0.768630652
302954,1,3,10,3,2,4,3,1,1,2,-0.92526798,-0.23579797,-0.509281242,-0.240591856,1.068652197,-0.768630652
306471,3,5,10,2,4,4,3,1,1,1,-0.589713286,-0.500163599,1.066280815,-0.390342357,0.093430455,1.796590249
306319,1,3,11,5,7,6,2,4,1,1,0.839501155,-0.852651104,-0.350372623,-0.090841355,-0.004127194,-0.768630652
306507,3,5,14,1,1,5,3,1,0,1,,-0.429666098,-0.402215151,-1.513471114,1.037788505,-0.768630652
306238,1,5,10,4,3,5,1,4,1,1,-1.024691594,2.319736443,0.201863006,-0.614968108,0.34885412,1.796590249
306490,1,3,2,4,2,4,3,3,0,1,,0.557298917,0.320199212,-0.315467106,-1.653383607,1.796590249
306045,1,5,2,4,2,5,3,4,1,1,-1.52180966,0.557298917,0.306675074,-0.240591856,0.515589012,1.796590249
306503,3,3,11,4,2,5,3,1,1,1,-1.422386047,0.469177041,-0.297403083,-1.139094862,0.983510976,-0.768630652
306493,1,4,11,2,5,5,3,2,0,1,,-0.147676093,-0.505900208,0.65791115,-0.139288884,-0.768630652
306422,1,4,2,4,2,4,1,3,1,1,-0.676708947,0.557298917,0.438535418,-1.064219611,0.571640317,1.796590249
306407,2,4,11,5,7,7,1,1,0,3,,-1.048105425,-0.525059403,1.406663655,-1.551568896,-0.768630652
306510,3,5,10,4,1,4,3,1,0,1,,-0.500163599,0.011026151,-1.438595864,-1.125224229,0.513979799
306526,1,1,12,4,6,3,3,2,1,1,0.193247669,3.994052093,0.552363578,1.331788405,1.083906666,1.796590249
306388,4,5,10,2,2,4,3,1,1,1,-0.863128222,0.381055164,-0.430390438,0.358410148,0.819614124,-0.768630652
306418,1,2,11,5,7,7,1,2,1,1,1.075632236,-0.764529228,-0.053968602,1.182037904,-1.30231797,0.513979799
306516,1,3,6,1,2,1,3,2,1,1,0.118679959,-0.112427343,-0.505900208,-0.540092858,1.075037789,-0.768630652
306473,3,4,7,4,1,4,3,1,0,1,,-0.323919846,-0.182447911,-1.438595864,-0.176751021,0.513979799
306234,3,4,15,2,2,4,1,2,0,2,,0.204811412,-0.505900208,0.133784397,0.951583018,-0.768630652
306544,3,3,2,1,3,5,1,1,0,1,,-0.500163599,-0.46983584,-1.363720613,1.031402913,-0.768630652
306541,1,3,2,1,3,4,1,3,1,1,-0.527573527,0.204811412,-0.505900208,-0.240591856,1.09880638,1.796590249
306263,1,4,3,3,4,5,1,3,1,1,-0.042883413,0.557298917,-0.305292163,0.433285399,0.622725049,-0.768630652
306411,4,1,11,1,2,3,1,1,1,2,-1.534237611,-0.676407351,-0.501392162,0.508160649,1.109094278,-0.768630652
306527,1,3,15,4,3,4,3,2,1,1,0.019256346,-0.500163599,-0.508154231,-1.064219611,0.888791367,-0.768630652
306531,3,3,14,2,5,4,1,1,0,1,,0.204811412,-0.505900208,-0.83959386,0.789814697,-0.768630652
306426,1,3,11,2,2,5,3,3,0,2,,-0.147676093,-0.350372623,-0.689843359,-0.591601623,-0.768630652
306382,1,4,11,4,3,4,3,2,1,1,-0.92526798,1.967248938,0.328088292,0.133784397,-0.24358688,1.796590249
306408,1,1,11,5,7,7,1,2,1,2,0.50394646,-0.676407351,0.050843466,1.481538906,0.128054552,0.513979799
306524,3,3,2,1,1,4,1,1,1,1,-0.800988464,-0.676407351,-0.505900208,-1.213970112,0.205533064,-0.768630652
306591,1,1,11,5,7,7,1,2,1,1,0.827073203,-0.764529228,1.007676218,1.556414156,-2.25504824,1.796590249
306434,2,1,11,5,7,7,3,1,0,3,,-0.805594022,-0.538583541,1.855915158,-0.175473903,-0.768630652
306521,3,1,8,2,2,3,3,1,1,2,-1.472097853,-0.323919846,0.323580246,-1.363720613,-0.454311403,1.796590249
306579,3,5,14,2,2,4,1,1,1,1,-0.515145576,-0.588285475,-0.404469174,-1.064219611,1.101644421,-0.768630652
306262,1,4,2,4,2,5,1,2,0,2,,1.43851768,-0.227528371,0.5830359,1.125909669,0.513979799
306587,1,2,11,4,1,5,3,2,0,1,,1.614761433,-0.162161704,-0.989344361,0.94200463,0.513979799
306483,3,4,2,1,2,5,3,1,1,1,1.038348382,-0.323919846,-0.507782317,-0.465217607,0.452442606,-0.768630652
306595,3,1,11,4,3,5,3,1,1,1,-1.049547497,-0.323919846,0.172560707,-0.83959386,0.235332491,0.513979799
306561,1,4,11,3,3,4,2,2,1,1,-0.900412077,-0.500163599,0.254832545,-1.513471114,1.012246138,1.796590249
306589,3,5,11,4,2,5,3,1,0,2,,0.557298917,-0.369531818,-0.315467106,1.082487646,-0.768630652
306491,1,3,2,4,2,5,3,1,0,1,,0.557298917,-0.120462279,0.358410148,-0.640770679,0.513979799
306480,3,5,2,1,2,5,3,1,1,1,-1.198682917,0.328182039,-0.495757104,-0.015966104,1.053752484,-0.768630652
306633,1,3,15,2,1,5,3,3,1,1,0.367238992,0.204811412,-0.277116876,0.358410148,0.992025098,-0.768630652
306620,1,4,2,4,2,5,3,4,1,1,-0.974979787,-0.323919846,-0.04495251,-1.139094862,-0.708032244,0.513979799
305778,1,4,11,5,7,7,1,2,1,1,1.523038496,-0.500163599,0.06098657,1.706164657,-0.971118618,0.513979799
306593,1,4,2,1,5,5,3,2,0,3,,-0.940949224,-0.486741012,-0.91446911,-1.074778056,-0.768630652
306488,3,3,11,2,2,4,3,1,1,1,-1.807652548,-0.323919846,0.029430248,-1.213970112,0.050576041,0.513979799
306627,4,1,12,4,2,4,3,2,0,1,,-0.500163599,-0.488995035,-1.139094862,-0.347884876,-0.768630652
306563,1,3,11,1,3,4,1,2,1,1,0.479090557,1.526639556,1.068534838,0.5830359,0.705737741,1.796590249
306634,3,5,12,4,6,5,1,2,0,1,,-0.323919846,-0.505900208,0.433285399,-0.603308541,-0.768630652
306614,1,5,10,2,2,4,3,3,1,1,-0.77613256,-0.147676093,0.017033122,-0.015966104,0.140825735,0.513979799
306629,1,5,10,4,2,5,3,4,0,1,,1.262273927,0.0835268,-0.689843359,-0.239755525,0.513979799
306645,3,1,12,4,2,4,3,1,0,1,,-0.323919846,-0.21175021,-1.064219611,-1.708441597,0.513979799
306373,3,3,8,3,4,4,3,1,1,1,0.180819717,-0.852651104,0.783400932,-0.91446911,-2.264981382,1.796590249
306644,4,4,10,3,2,5,3,3,1,1,-1.0744034,-0.500163599,0.354009556,-0.165716605,-0.853765635,1.796590249
306670,3,4,10,3,4,5,3,1,1,1,0.566086219,-0.852651104,-0.464200783,-0.989344361,0.765336596,-0.768630652
306637,1,4,11,5,7,7,3,2,1,1,1.883449094,-0.852651104,-0.527313426,1.331788405,-0.211658922,-0.768630652
306571,1,3,15,4,6,4,1,2,1,1,0.267815379,4.082173969,1.565546904,0.508160649,-0.398969609,1.796590249
306063,1,3,10,4,1,4,3,2,1,1,-1.012263642,0.028567659,0.298785993,-1.064219611,-0.188954596,1.796590249
306675,4,3,8,4,5,3,1,3,1,1,-0.552429431,-0.852651104,10.8476135,-0.165716605,-0.740953516,1.796590249
306674,1,4,2,3,4,5,3,4,0,1,,-0.676407351,-0.394326071,-0.090841355,-0.58095897,-0.768630652
306590,3,3,2,3,5,4,3,1,0,1,,-0.676407351,-0.504773196,-0.689843359,-0.172281107,-0.768630652
306066,3,4,11,4,2,5,3,1,0,1,,-0.323919846,-0.161034693,-1.139094862,-1.253787474,0.513979799
306548,1,4,2,4,1,5,1,3,0,1,,-0.500163599,0.0835268,0.208659647,-1.894900872,0.513979799
306717,1,5,11,5,7,7,1,2,1,1,0.329955137,-0.676407351,0.047462432,1.631289407,0.750436882,0.513979799
306725,4,4,10,2,2,4,3,2,0,1,,0.028567659,-0.632125494,-0.165716605,1.104837217,-0.768630652
306019,1,5,15,4,6,4,1,>4,0,2,,0.76879142,0.269483695,0.508160649,-1.358936883,1.796590249
305153,3,3,13,4,2,4,1,1,1,2,-1.198682917,0.557298917,0.125226225,-0.015966104,-0.242309762,0.513979799
306718,2,5,11,5,7,7,3,1,0,1,,-0.323919846,-0.566758828,1.855915158,0.373686976,-0.768630652
306754,1,4,11,5,7,7,1,2,0,1,,1.43851768,-0.230909405,1.781039908,0.860269058,0.513979799
306738,1,5,10,4,3,5,1,3,1,3,0.715221638,-0.481305517,0.414868176,-0.83959386,-1.874750783,1.796590249
306695,1,5,10,3,4,4,3,2,1,1,0.628225977,-0.676407351,-0.625363425,-0.390342357,0.456699667,-0.768630652
306691,1,3,10,2,2,4,1,2,1,2,-0.440577866,0.116689535,-0.54534561,-0.989344361,0.943068896,-0.768630652
306753,3,3,10,4,3,4,3,1,1,1,0.131107911,-0.852651104,-0.210623198,-0.83959386,-0.879166099,0.513979799
306765,3,4,3,1,2,5,1,1,1,1,-0.974979787,-0.323919846,-0.309800209,1.631289407,0.971804058,-0.768630652
306447,1,3,10,4,4,4,1,4,1,2,-0.912840029,2.14349269,0.589554957,0.508160649,-0.706187517,1.796590249
306763,3,3,14,1,2,4,1,1,1,1,-1.322962433,2.319736443,0.044081398,-0.540092858,1.087596119,0.513979799
303976,3,3,2,1,2,5,3,3,0,1,,-0.500163599,-0.505900208,1.256913154,-1.067328199,-0.768630652
306751,3,4,15,4,1,4,3,1,0,1,,1.43851768,0.36415266,0.433285399,-1.014114935,1.796590249
306741,3,5,11,4,3,5,3,1,0,1,,-0.676407351,-0.505900208,-1.438595864,0.205533064,-0.768630652
306774,1,5,10,1,3,5,2,>4,1,1,-0.664280995,-0.323919846,-0.170050785,-0.764718609,-0.101826746,0.513979799
306767,2,4,11,5,7,7,1,1,1,1,0.926496817,0.028567659,-0.580282966,1.781039908,1.113351339,-0.768630652
306758,1,3,10,3,3,4,3,3,1,1,-1.211110868,5.844611495,0.181204885,-1.064219611,0.036669641,1.796590249
306814,3,3,11,2,2,4,3,1,0,1,,-0.676407351,-0.50514511,-1.438595864,0.202340268,-0.768630652
306790,3,3,11,2,2,5,1,1,0,1,,-0.588285475,-0.221893313,-1.213970112,-0.942170603,0.513979799
306818,1,3,10,4,2,4,1,4,0,1,,-0.323919846,0.585046911,0.65791115,-2.214606159,1.796590249
306815,3,1,12,4,2,4,1,3,1,1,0.367238992,0.381055164,1.725582535,-0.614968108,1.074683034,1.796590249
306752,1,5,10,2,2,5,1,>4,0,1,,0.557298917,-0.232036417,-0.090841355,0.336437692,-0.768630652
306789,4,3,2,2,3,5,3,1,0,1,,0.381055164,-0.478851932,-0.465217607,1.087808972,-0.768630652
306139,1,4,10,4,4,5,3,4,1,1,-1.44724195,2.14349269,0.482488866,-0.764718609,1.003022506,1.796590249
306823,3,4,2,1,1,5,3,1,0,1,,-0.588285475,-0.505900208,-1.288845363,0.728087311,-0.768630652
304878,3,3,11,4,4,5,3,1,1,1,-1.111687255,-0.323919846,-0.02241228,-1.064219611,-1.008580756,0.513979799
306759,1,3,11,5,7,7,1,2,0,3,,-1.037883288,-0.040444464,0.882536902,-2.282293431,0.513979799
306839,1,5,10,4,1,5,1,4,0,1,,0.028567659,-0.567885839,-0.764718609,0.668488456,-0.768630652
306854,3,3,2,3,2,4,3,1,1,1,-2.590613502,-0.323919846,-0.145628446,-1.438595864,0.111026308,0.513979799
306837,3,4,2,3,5,4,1,1,1,1,-0.477861721,-0.852651104,0.906245184,-0.315467106,1.012955648,1.796590249
306871,3,3,3,2,2,5,3,1,1,1,-1.44724195,-0.676407351,-0.467581817,-0.91446911,1.091001768,-0.768630652
306766,1,5,11,3,1,5,2,>4,1,1,1.050776333,-0.323919846,0.299913005,0.133784397,-1.446916145,1.796590249
306852,3,4,15,4,1,4,3,1,0,1,,-0.323919846,1.439321617,-1.213970112,-1.501548429,1.796590249
306338,1,4,11,5,7,7,1,2,0,1,,-0.676407351,-0.235417451,1.331788405,-1.968122323,0.513979799
306851,1,1,12,4,4,3,1,3,1,1,0.342383089,0.292933288,-0.509281242,0.358410148,1.043109831,-0.768630652
306602,1,1,5,4,6,4,1,3,1,3,1.013492478,-0.791318278,0.178195764,-0.390342357,-0.47985377,0.513979799
306664,1,3,14,2,2,4,3,4,1,1,0.305099234,-0.323919846,-0.505900208,-0.689843359,0.311959591,-0.768630652
306857,3,3,10,1,3,4,3,1,0,1,,-0.676407351,-0.455184691,-0.83959386,-0.370234447,-0.768630652
306432,1,4,11,5,7,7,1,2,0,1,,0.204811412,-0.550980667,1.107162653,0.686580966,-0.768630652
306594,1,2,7,3,6,4,1,3,1,1,-0.937695932,0.557298917,0.70563714,-0.090841355,-0.937487836,1.796590249
