ID,V1,V2,V3,V4,V5,V6,V7,V8,Has_FICO,Business_channel,Days_late,FICO_Score,Loan_amount,Monthly_income,Age,Gearing_coefficient,Max_gearing_ratio,Default_45
251708,3,5,2,2,4,5,1,1,0,1,0,,-0.676407351,-0.650157678,-0.090841355,-1.215261071,-0.768630652,0
251633,3,3,13,1,3,4,3,1,0,1,137,,-0.147676093,-0.663681816,-1.139094862,0.545033685,-0.768630652,1
251319,1,2,5,2,4,1,1,4,1,1,0,-0.70156485,2.319736443,-0.139621475,-0.540092858,-0.545838217,1.796590249,0
251568,1,3,8,4,6,1,1,2,1,1,0,-0.664280995,-0.852651104,-0.003253085,0.208659647,1.034808562,0.513979799,0
251273,1,1,8,1,3,4,3,3,1,1,0,1.659745964,-0.729280477,-0.982626066,-0.689843359,1.052688218,-0.768630652,0
251546,1,4,15,4,2,4,1,3,1,1,0,-0.403294011,0.557298917,-0.277116876,-1.139094862,0.391779486,-0.768630652,0
251802,2,3,6,2,6,5,1,1,1,2,0,0.702793687,1.174152051,0.239054385,1.032287403,1.104624364,0.513979799,0
251620,1,4,11,5,7,7,1,2,1,2,0,1.237195608,-0.112427343,-0.744826643,1.706164657,1.036724239,-0.768630652,0
251065,1,1,15,1,5,4,1,3,1,1,0,-0.167162929,0.204811412,-0.582536989,0.283534898,1.076102054,-0.768630652,0
251727,4,4,8,4,4,4,3,3,1,2,349,-1.136543158,0.557298917,-0.163288716,-1.064219611,1.069716463,0.513979799,1
251702,1,1,5,4,6,3,3,2,1,1,0,0.839501155,2.319736443,0.812703231,-0.315467106,-0.987863059,1.796590249,0
251834,2,4,11,5,7,7,1,1,1,1,0,1.274479463,-0.817402353,-0.567885839,1.706164657,-0.751241414,-0.768630652,0
251824,1,4,11,5,7,7,1,2,1,1,0,0.628225977,-0.323919846,0.287515879,1.706164657,0.893757938,1.796590249,0
251837,2,4,11,5,7,7,1,1,1,1,0,1.821309336,-0.852651104,-0.625363425,1.855915158,-1.062006872,-0.768630652,0
250940,3,3,15,2,2,4,1,2,0,1,623,,-0.147676093,-0.672697908,-0.315467106,0.605696805,-0.768630652,1
251542,1,3,10,4,4,5,1,3,0,1,0,,0.557298917,-0.310927221,-0.540092858,0.521619849,-0.768630652,0
251416,1,3,12,3,6,4,3,4,0,1,76,,-0.508975786,-0.474343886,-0.315467106,1.135700909,-0.768630652,1
250966,4,3,10,3,2,4,1,2,1,2,198,-1.360246288,0.204811412,-0.139621475,-0.240591856,0.222561308,0.513979799,1
251516,1,3,10,4,6,4,1,3,1,2,0,-0.204446784,0.116689535,-0.092286992,0.133784397,0.816847035,0.513979799,0
251929,1,5,14,3,3,4,1,3,0,3,0,,-0.801540416,-0.554361702,0.957412152,-0.530938503,-0.768630652,0
251667,4,5,10,2,2,4,1,1,1,2,623,-0.950123884,2.848467701,0.326961281,-0.090841355,0.54538844,1.796590249,1
251971,3,1,4,4,4,2,3,1,1,1,0,-0.99983569,-0.676407351,1.144044608,-1.213970112,0.709285291,1.796590249,0
251583,1,1,11,5,6,1,1,2,1,3,0,0.715221638,0.557298917,7.268225023,0.508160649,0.971094548,1.796590249,0
251552,3,4,10,4,2,5,3,3,0,2,0,,-0.323919846,-0.019031246,-1.064219611,-1.922997475,0.513979799,0
251677,1,4,11,5,7,7,1,2,0,1,15,,0.381055164,-0.504773196,1.481538906,0.707866271,-0.768630652,0
252001,1,4,10,5,7,7,1,2,1,1,0,0.516374412,-0.147676093,-0.763985838,1.331788405,0.909012407,-0.768630652,0
251993,1,5,11,5,7,7,1,2,0,1,0,,0.469177041,-0.483359978,1.706164657,0.797264554,-0.768630652,0
252002,1,5,11,5,7,7,1,2,1,3,15,1.821309336,-0.976197974,-0.848511699,1.855915158,-0.389391222,-0.768630652,0
252016,1,3,2,2,2,5,1,2,0,1,15,,-0.147676093,-0.634379517,0.283534898,0.361980058,-0.768630652,0
251206,1,1,12,2,6,2,1,2,1,2,0,1.088060188,0.557298917,-0.111446188,0.882536902,-0.398118197,0.513979799,0
251250,1,3,10,3,5,4,1,2,1,2,380,0.006828394,-0.323919846,-0.731302505,0.433285399,0.542905154,-0.768630652,1
252024,1,6,11,5,7,4,1,3,1,3,0,-0.453005817,-0.323919846,0.729304381,0.283534898,0.880986755,1.796590249,0
251880,1,1,11,5,7,7,1,2,1,1,0,-0.465433769,-0.412041722,-0.53069446,1.256913154,-0.242522615,-0.768630652,0
251982,3,4,14,1,2,4,3,1,0,2,15,,-0.500163599,-0.672697908,-1.363720613,-0.108425191,-0.768630652,0
251972,2,4,13,2,3,1,3,1,0,1,0,,-0.852651104,-0.144129521,-0.689843359,-0.010725639,0.513979799,0
251844,1,3,1,2,3,5,1,>4,0,3,0,,-0.753954602,-0.672697908,0.508160649,0.371558446,-0.768630652,0
251715,3,3,11,5,7,7,3,1,1,2,0,-1.198682917,-0.23579797,-0.765112849,1.406663655,1.051623953,-0.768630652,0
251931,1,3,3,2,2,4,3,2,0,1,0,,-0.323919846,-0.672697908,0.732786401,0.801521615,-0.768630652,0
251168,3,1,12,2,5,1,3,1,1,2,76,-1.273250627,0.028567659,2.373614139,-0.91446911,-1.811604377,1.796590249,1
252079,1,3,10,4,5,4,1,4,1,1,0,0.603370074,1.350395804,-0.21963929,0.358410148,1.102070127,0.513979799,0
252106,1,3,10,4,2,4,1,2,1,2,533,-0.800988464,0.204811412,-0.473216875,-1.139094862,0.609953866,-0.768630652,1
252083,1,4,11,4,3,7,1,2,1,1,0,1.622462109,-0.852651104,0.320199212,1.406663655,-0.301057205,1.796590249,0
251559,1,5,14,2,2,5,1,3,0,2,0,,-0.588285475,-0.885703078,-1.139094862,0.747244086,-0.768630652,0
252092,1,4,11,2,2,5,1,1,0,1,623,,-0.676407351,-0.747080666,-1.064219611,-0.286157491,-0.768630652,1
252110,4,1,5,4,6,3,1,1,0,1,0,,0.557298917,0.76649576,1.182037904,-0.960192162,1.796590249,0
250637,3,1,11,4,2,4,3,1,0,1,0,,0.028567659,-0.005507108,-1.363720613,-0.129071937,0.513979799,0
252185,1,3,11,5,7,7,1,2,0,2,0,,-0.500163599,-0.849638711,1.406663655,0.394972282,-0.768630652,0
251989,4,4,11,5,7,7,3,1,0,1,0,,-0.500163599,-0.837241585,1.481538906,0.60463254,-0.768630652,0
251307,1,1,5,4,5,3,1,2,1,2,76,0.764933445,0.645420793,-0.330086416,-0.465217607,0.94200463,-0.768630652,1
252207,1,5,11,5,7,7,1,2,0,3,0,,-1.011446725,-0.962339859,1.481538906,-0.087139885,-0.768630652,0
251648,2,5,11,5,7,7,1,1,1,1,0,-0.018027509,-0.676407351,-0.971355951,1.631289407,0.884534306,-0.768630652,0
252068,1,1,7,2,4,3,2,4,0,1,0,,-0.23579797,-0.66706285,-0.689843359,1.128251053,-0.768630652,0
252014,1,3,15,1,4,4,1,3,0,2,0,,-0.147676093,-0.664808827,-0.989344361,0.701480679,-0.768630652,0
252228,1,3,11,5,7,7,1,2,0,1,0,,-0.852651104,0.062113581,1.855915158,-2.312092858,0.513979799,0
250673,4,1,12,4,6,1,3,2,1,1,0,0.640653928,-0.676407351,-0.21963929,-0.465217607,0.951370165,0.513979799,0
250641,1,3,13,1,3,4,1,3,0,1,15,,-0.147676093,-0.654665724,-0.91446911,0.486499095,-0.768630652,0
252074,1,3,11,4,6,5,3,3,1,1,0,0.65308188,0.028567659,-0.230909405,-0.390342357,-0.089268416,-0.768630652,0
252285,3,5,11,5,7,7,1,1,0,1,198,,-0.852651104,-0.872178941,1.781039908,-0.723570517,-0.768630652,1
252200,1,3,2,2,6,4,1,4,1,1,76,-1.061975448,0.028567659,0.31118312,-0.315467106,1.078940095,1.796590249,1
251912,1,2,7,1,5,4,1,4,1,2,15,-1.422386047,0.292933288,-0.526186414,-0.390342357,1.133572379,-0.768630652,0
250410,3,1,11,5,7,7,1,1,1,2,459,-0.614569189,-0.147676093,-0.747080666,0.508160649,0.929233447,-0.768630652,1
252205,1,3,11,5,7,7,1,2,1,1,15,0.329955137,1.350395804,-0.753842735,1.631289407,1.119949783,0.513979799,0
252308,3,3,11,2,2,4,3,1,0,1,288,,-0.852651104,-0.672697908,-0.91446911,-0.579894705,-0.768630652,1
252333,2,3,11,4,6,7,1,1,1,1,0,0.566086219,-0.764529228,-0.723413424,1.631289407,0.115070516,-0.768630652,0
251948,1,4,10,4,3,5,1,3,0,1,0,,-0.323919846,-0.371785841,0.433285399,0.745115556,-0.768630652,0
252242,1,4,1,1,4,4,1,4,0,1,0,,0.204811412,-0.324451358,-0.614968108,0.294931346,-0.768630652,0
252297,1,1,11,5,7,7,1,2,1,1,76,0.205675621,1.086030175,0.536585417,1.930790409,1.112287074,1.796590249,1
251946,1,3,13,5,3,4,1,3,0,1,0,,0.557298917,-0.162161704,-0.390342357,-0.613525488,0.513979799,0
252186,4,1,11,1,2,3,3,1,1,1,0,-1.024691594,-0.588285475,-0.653538712,-0.540092858,0.476920708,-0.768630652,0
252380,3,3,3,4,2,5,3,1,1,3,0,1.013492478,-0.497572815,-0.625363425,-0.764718609,0.622725049,-0.768630652,0
252311,1,5,14,3,3,4,1,3,0,1,0,,-0.764529228,-0.554361702,0.957412152,0.954775814,-0.768630652,0
251885,4,2,7,4,6,2,1,2,1,1,0,-0.552429431,0.116689535,0.493758981,0.433285399,1.082487646,1.796590249,0
251825,1,3,4,4,4,2,3,2,1,2,336,-1.571521466,1.702883309,0.700002082,-0.614968108,1.131443848,1.796590249,1
251984,3,4,2,4,2,4,3,1,1,2,396,-2.105923388,2.760345824,0.413741165,-1.139094862,0.596473173,1.796590249,1
252394,1,4,15,4,5,4,1,3,1,2,45,-1.44724195,0.028567659,0.077891742,-0.689843359,1.136126616,0.513979799,1
252439,1,5,11,5,7,6,1,2,1,1,0,1.212339705,-0.852651104,-0.53069446,1.855915158,-1.200361357,-0.768630652,0
251693,1,4,11,2,3,4,1,2,1,1,0,-0.254158591,-0.852651104,-0.265846761,1.182037904,1.129315318,-0.768630652,0
251838,3,4,10,4,3,4,3,2,0,1,0,,-0.323919846,-0.129478371,-0.764718609,-1.358511176,0.513979799,0
252118,1,5,11,5,7,7,1,2,0,2,0,,-0.676407351,-0.982626066,0.957412152,1.00053922,-0.768630652,0
250378,1,4,10,3,6,4,1,2,1,1,0,0.65308188,0.204811412,-0.319943312,0.732786401,1.051623953,-0.768630652,0
251945,3,3,10,4,2,4,3,1,0,1,257,,-0.323919846,0.051970478,-1.213970112,-2.032829651,0.513979799,1
252361,1,5,10,4,6,4,1,3,1,1,0,0.379666944,0.557298917,-0.145256532,-0.315467106,0.107620659,0.513979799,0
252062,3,4,11,1,2,4,1,1,0,1,0,,-0.323919846,-0.72792147,-1.213970112,0.864313266,-0.768630652,0
252562,1,3,11,5,7,7,1,2,1,1,0,1.125344043,-0.852651104,0.045208409,1.706164657,-0.754008503,0.513979799,0
